claim_id,feature,family,causal_role,target,top_fraction,orientation,gross_directionally_positive,globally_adjusted_diagnostic_survivor,discovery_lift_mean,discovery_lift_lb,discovery_precision,discovery_base_rate,discovery_recall,discovery_median_lead_days,discovery_mean_terminal_return,discovery_mean_mfe,discovery_mean_mae,validation_lift_mean,validation_lift_lb,validation_precision,validation_base_rate,validation_recall,validation_median_lead_days,validation_mean_terminal_return,validation_mean_mfe,validation_mean_mae,diagnostic_lockbox_lift_mean,diagnostic_lockbox_lift_lb,diagnostic_lockbox_precision,diagnostic_lockbox_base_rate,diagnostic_lockbox_recall,diagnostic_lockbox_median_lead_days,diagnostic_lockbox_mean_terminal_return,diagnostic_lockbox_mean_mfe,diagnostic_lockbox_mean_mae,min_lift
upvolshare21_x_relstrength63:down_21d_20pct:top5,upvolshare21_x_relstrength63,interaction,relative_accumulation_proxy,down_21d_20pct,0.05,-1,True,False,0.0350693610867647,-0.0150249055841591,0.0454695222405271,0.0102169052243312,0.2204472843450479,14.0,0.0040878594704763,0.0586180629745306,-0.0592833807397178,0.026431032209717,-0.0313311655225296,0.0376602564102564,0.0112301381864521,0.1666666666666666,11.0,0.0379300331026353,0.0917468407629097,-0.0525088509307726,0.0281798117113949,-0.0168216305431433,0.0338050314465408,0.0056252197351459,0.2986111111111111,16.0,0.0007986292307951,0.0600419298299481,-0.0565546537756016,0.026431032209717
mom_126_skip_21:down_21d_20pct:top5,mom_126_skip_21,price_path,persistent_direction,down_21d_20pct,0.05,-1,True,False,0.0376933476800426,-0.0208411006479177,0.0482689747003994,0.0102169052243312,0.231629392971246,14.0,-0.0010299863373385,0.0569251470227434,-0.0592615870225531,0.0320400065686913,-0.0324409930507574,0.0432692307692307,0.0112301381864521,0.1914893617021276,11.0,0.0393737595378569,0.0995747184117199,-0.0573809560297136,0.0258213211453572,-0.0101054706882919,0.0314465408805031,0.0056252197351459,0.2777777777777778,14.0,0.0098733495158241,0.0683741391175788,-0.0550792224198132,0.0258213211453572
vol_126:down_21d_20pct:top5,vol_126,volatility,fragility_or_expansion,down_21d_20pct,0.05,1,True,False,0.0527858965198356,-0.0140493371788215,0.0632711167352103,0.0102169052243312,0.3194888178913738,14.0,0.0055776219498374,0.0732310149691696,-0.0695427638247307,0.037232314260999,-0.0387897437836962,0.0484615384615384,0.0112301381864521,0.2234042553191489,10.0,0.0581883196596403,0.1235394971528615,-0.0610552905287387,0.0253181764912691,-0.0005518373470775,0.030943396226415,0.0056252197351459,0.2847222222222222,14.0,0.013609371237178,0.0741876080412309,-0.0549582269472165,0.0253181764912691
range_21:down_21d_20pct:top5,range_21,range,realized_range,down_21d_20pct,0.05,1,True,False,0.0732583374647175,-0.0213154153915535,0.0834645669291338,0.0102169052243312,0.4233226837060703,14.0,0.0008803112654715,0.0733828037116487,-0.0763816479906672,0.0287707757994606,-0.0347771878772562,0.04,0.0112301381864521,0.1843971631205673,10.0,0.0543546566627041,0.1227199735303717,-0.0645105067972728,0.0253181764912691,-0.0095167808652385,0.030943396226415,0.0056252197351459,0.2847222222222222,15.0,0.0083299796171935,0.0733732896641095,-0.0592036740400051,0.0253181764912691
sma_spread_42_252:down_21d_20pct:top5,sma_spread_42_252,trend,trend_transition,down_21d_20pct,0.05,1,True,False,0.0399011921704958,-0.0159311654961352,0.0505438259756877,0.0102169052243312,0.2523961661341853,14.0,-0.0032255486587158,0.0561346673224499,-0.0618884763461634,0.0256938527225375,-0.0392813563413824,0.0369230769230769,0.0112301381864521,0.1702127659574468,10.0,0.0437826701317433,0.1025871765742544,-0.0553577753056136,0.0253181764912691,-0.0087765958244377,0.030943396226415,0.0056252197351459,0.2847222222222222,14.0,0.0071828152048746,0.0664109278617033,-0.0557353871163125,0.0253181764912691
mom_accel_21_63:down_21d_20pct:top5,mom_accel_21_63,price_acceleration,direction_change,down_21d_20pct,0.05,1,True,False,0.0304236917954261,-0.0100953715341089,0.040784065760354,0.0102169052243312,0.2060702875399361,14.0,0.0026742254750172,0.0561096623926686,-0.0575217516711855,0.0287707757994606,-0.0375649234220346,0.04,0.0112301381864521,0.1843971631205673,10.0,0.0339468447583223,0.0857304553972784,-0.0542135088326191,0.0253181764912691,-0.014813914223149,0.030943396226415,0.0056252197351459,0.2847222222222222,15.0,0.0042936532246901,0.0604811497652264,-0.0537429259663258,0.0253181764912691
mom_126_skip_10:down_21d_20pct:top5,mom_126_skip_10,price_path,persistent_direction,down_21d_20pct,0.05,-1,True,False,0.0436457286324235,-0.0212525130642838,0.0542971352431712,0.0102169052243312,0.2603833865814696,14.0,-0.0012874550116134,0.0577411973600552,-0.0611527097788884,0.0296361604148452,-0.0313713125189755,0.0408653846153846,0.0112301381864521,0.1808510638297872,11.0,0.0378938559615531,0.098973357817079,-0.0564377197151107,0.0250351576233446,-0.0070256533565107,0.0306603773584905,0.0056252197351459,0.2708333333333333,14.0,0.0077979080991544,0.0659294791713954,-0.0555059728098721,0.0250351576233446
mom_252_skip_42:down_21d_20pct:top5,mom_252_skip_42,price_path,persistent_direction,down_21d_20pct,0.05,-1,True,False,0.0485175251479599,-0.0200872384245615,0.0616496598639455,0.0102169052243312,0.231629392971246,14.0,-0.0154450950571559,0.0518469378349973,-0.0706289332981979,0.027232314260999,-0.0176275200075633,0.0384615384615384,0.0112301381864521,0.1702127659574468,11.0,0.0482314031120336,0.1113225849008335,-0.0570688218160099,0.0250351576233446,-0.0032929471372776,0.0306603773584905,0.0056252197351459,0.2708333333333333,14.0,0.012803511984125,0.0676341801711067,-0.0519932570084641,0.0250351576233446
sma_spread_21_63:down_42d_30pct:top5,sma_spread_21_63,trend,trend_transition,down_42d_30pct,0.05,1,True,False,0.0259883626365665,-0.0213492490788476,0.0346784363177805,0.008670237084449,0.2071563088512241,25.0,0.0064069700846963,0.0862509758023375,-0.0879609668256873,0.0154460068766401,-0.0254311010525994,0.0192307692307692,0.0037838053132592,0.2631578947368421,15.0,0.0775810080347481,0.1407344423427832,-0.0684846983245269,0.0163198757763975,-0.0061614736434586,0.0191666666666666,0.0028467908902691,0.3484848484848485,26.0,0.0013348324440478,0.089319743366416,-0.0873104204641234,0.0154460068766401
sma_dist_126:down_42d_30pct:top5,sma_dist_126,trend,trend_state,down_42d_30pct,0.05,-1,True,False,0.0398991237914221,-0.0384017446949986,0.0488287693830419,0.008670237084449,0.2787193973634652,25.0,0.0058131232544397,0.0905947992620126,-0.090756612487227,0.0154460068766401,-0.0268329032059828,0.0192307692307692,0.0037838053132592,0.2526315789473684,14.5,0.0853077605487722,0.1524483076050493,-0.0660620712773302,0.0171184868875086,-0.0050289936740586,0.0199652777777777,0.0028467908902691,0.3484848484848485,25.0,0.0002185720875801,0.0936272374160656,-0.0914767370125255,0.0154460068766401
dist_high_126:down_42d_30pct:top5,dist_high_126,breakout,distance_to_supply,down_42d_30pct,0.05,-1,True,False,0.051382063423968,-0.0402116339083055,0.0603164139749505,0.008670237084449,0.3446327683615819,25.0,0.0023659931918021,0.0966062292126912,-0.0988303370124592,0.0170485709792042,-0.0254088289351668,0.0208333333333333,0.0037838053132592,0.2736842105263158,14.5,0.0954738799863085,0.1706051406324662,-0.0703876735148765,0.0153823757763975,-0.0053267465038526,0.0182291666666666,0.0028467908902691,0.3181818181818182,25.0,0.0102161098894385,0.1018443793967458,-0.0903534076670298,0.0153823757763975
drawdown_126:down_42d_30pct:top5,drawdown_126,breakout,drawdown_state,down_42d_30pct,0.05,-1,True,False,0.051382063423968,-0.0402116339083055,0.0603164139749505,0.008670237084449,0.3446327683615819,25.0,0.0023659931918021,0.0966062292126912,-0.0988303370124592,0.0170485709792042,-0.0254088289351668,0.0208333333333333,0.0037838053132592,0.2736842105263158,14.5,0.0954738799863085,0.1706051406324662,-0.0703876735148765,0.0153823757763975,-0.0053267465038526,0.0182291666666666,0.0028467908902691,0.3181818181818182,25.0,0.0102161098894385,0.1018443793967458,-0.0903534076670298,0.0153823757763975
dist_high_252:down_42d_30pct:top5,dist_high_252,breakout,distance_to_supply,down_42d_30pct,0.05,-1,True,False,0.0514591697474387,-0.0369160052528428,0.0607882431529726,0.008670237084449,0.3427495291902072,26.0,-0.0035503984616094,0.0954914657372272,-0.1039659611875826,0.0178498530304862,-0.025480177564208,0.0216346153846153,0.0037838053132592,0.2842105263157894,15.0,0.1006583522239184,0.1824106005487684,-0.0733130369178478,0.0145143202208419,-0.0059184354708974,0.0173611111111111,0.0028467908902691,0.303030303030303,27.5,0.0128390887793374,0.1054731132288358,-0.0888671022092667,0.0145143202208419
drawdown_252:down_42d_30pct:top5,drawdown_252,breakout,drawdown_state,down_42d_30pct,0.05,-1,True,False,0.0514591697474387,-0.0369160052528428,0.0607882431529726,0.008670237084449,0.3427495291902072,26.0,-0.0035503984616094,0.0954914657372272,-0.1039659611875826,0.0178498530304862,-0.025480177564208,0.0216346153846153,0.0037838053132592,0.2842105263157894,15.0,0.1006583522239184,0.1824106005487684,-0.0733130369178478,0.0145143202208419,-0.0059184354708974,0.0173611111111111,0.0028467908902691,0.303030303030303,27.5,0.0128390887793374,0.1054731132288358,-0.0888671022092667,0.0145143202208419
minret_126:down_42d_30pct:top5,minret_126,distribution,crash_history,down_42d_30pct,0.05,-1,True,False,0.0182455804843355,-0.009591938107283,0.027062706270627,0.008670237084449,0.1544256120527307,27.0,0.0171679468966629,0.0921453296962689,-0.0783320951011903,0.014644724825358,-0.0126688005191348,0.0184294871794871,0.0037838053132592,0.2421052631578947,16.0,0.0615733227103736,0.1367524413497989,-0.0724494798290449,0.0145143202208419,-0.0133102379524364,0.0173611111111111,0.0028467908902691,0.303030303030303,28.0,0.0208815900233816,0.0949642354213326,-0.0732036059869493,0.0145143202208419
mom_accel_10_42:down_42d_30pct:top5,mom_accel_10_42,price_acceleration,direction_change,down_42d_30pct,0.05,1,True,False,0.0212639531877476,-0.0175407602780046,0.0299873737373737,0.008670237084449,0.1789077212806026,24.0,0.0079814079364265,0.0854943671283274,-0.0849724303894797,0.0139075453381785,-0.0209206875909647,0.0176923076923076,0.0037838053132592,0.2421052631578947,15.0,0.064180688767315,0.1289041333514093,-0.0697964727675444,0.0146532091097308,-0.0077089214216552,0.0175,0.0028467908902691,0.3181818181818182,26.0,0.0051166497187289,0.0867453001131473,-0.0815240462469702,0.0139075453381785
mom_63_skip_5:down_42d_30pct:top5,mom_63_skip_5,price_path,persistent_direction,down_42d_30pct,0.05,-1,True,False,0.0290723521378788,-0.0165740594060644,0.0379162545334652,0.008670237084449,0.2165725047080979,26.0,0.0110324219602283,0.0909404287659604,-0.0877549507126879,0.013843442774076,-0.0276975660743834,0.0176282051282051,0.0037838053132592,0.231578947368421,14.0,0.0814584429383251,0.1459087146224666,-0.0669873658260552,0.0197226535541752,-0.0104292902567795,0.0225694444444444,0.0028467908902691,0.3939393939393939,28.0,-0.0045029845264387,0.088968661828275,-0.0916289953270075,0.013843442774076
downvol_63:down_42d_30pct:top5,downvol_63,volatility,downside_fragility,down_42d_30pct,0.05,1,True,False,0.0411064728727869,-0.0278357161313599,0.049763779527559,0.008670237084449,0.2975517890772128,26.0,0.0198827839507129,0.1080788447077367,-0.0933742473113744,0.0169844684151016,-0.024001809172393,0.0207692307692307,0.0037838053132592,0.2842105263157894,13.0,0.1205324011297319,0.1909629981520134,-0.0672500797318968,0.0138198757763975,-0.0040253892616757,0.0166666666666666,0.0028467908902691,0.303030303030303,22.0,0.0182427324870514,0.1000337297475237,-0.0798285720265888,0.0138198757763975
downvol_126:down_42d_30pct:top5,downvol_126,volatility,downside_fragility,down_42d_30pct,0.05,1,True,False,0.0445710398019208,-0.0268142136452399,0.0535318340196388,0.008670237084449,0.3182674199623352,26.0,0.0135329744466074,0.1069252485378668,-0.0965800941316041,0.0177536991843324,-0.0265815114039233,0.0215384615384615,0.0037838053132592,0.2947368421052631,14.5,0.1101226223288869,0.1917357083806675,-0.0766902209152881,0.0138198757763975,-0.0119231971346175,0.0166666666666666,0.0028467908902691,0.303030303030303,28.0,0.0232221909731314,0.1078433314809837,-0.0802374817493363,0.0138198757763975
mom_189:down_42d_30pct:top5,mom_189,price_path,direction_state,down_42d_30pct,0.05,-1,True,False,0.0518482777714803,-0.0414347806023891,0.0620126253249164,0.008670237084449,0.3145009416195857,28.0,-0.0094697426655273,0.0855186974496655,-0.10083292374041,0.0162472889279221,-0.0279285859969762,0.0200320512820512,0.0037838053132592,0.2631578947368421,15.0,0.0829457687891073,0.1621199278959364,-0.076122737142503,0.0136462646652864,-0.0124562422647799,0.0164930555555555,0.0028467908902691,0.2878787878787879,26.0,0.0176724887281078,0.1023069658344709,-0.0806995454213101,0.0136462646652864
sma_dist_252:down_42d_30pct:top5,sma_dist_252,trend,trend_state,down_42d_30pct,0.05,-1,True,False,0.0481522914405604,-0.0404288645270206,0.0573333333333333,0.008670237084449,0.3239171374764595,26.5,-0.004114200326176,0.086045147358084,-0.0956941048757158,0.0170485709792042,-0.0262122124473229,0.0208333333333333,0.0037838053132592,0.2736842105263158,15.5,0.0899751916801137,0.1646692119150098,-0.0709260824849491,0.0136462646652864,-0.0066549942583139,0.0164930555555555,0.0028467908902691,0.2878787878787879,26.0,0.0096272560773812,0.0989595620807003,-0.0883293190649784,0.0136462646652864
sma_dist_63:down_42d_30pct:top5,sma_dist_63,trend,trend_state,down_42d_30pct,0.05,-1,True,False,0.030384688095884,-0.0292584350682804,0.0391061452513966,0.008670237084449,0.224105461393597,24.0,0.0071730623148655,0.0884085483802334,-0.088296084489989,0.0170485709792042,-0.0247226083498857,0.0208333333333333,0.0037838053132592,0.2736842105263158,14.5,0.0741485123926433,0.1384380199059122,-0.0696307531291484,0.0136462646652864,-0.0048059018659093,0.0164930555555555,0.0028467908902691,0.2878787878787879,21.0,-0.0014147084414049,0.0866152053020677,-0.085353349262568,0.0136462646652864
minret_63:down_42d_30pct:top5,minret_63,distribution,crash_history,down_42d_30pct,0.05,-1,True,False,0.0205421684108447,-0.0082780312704119,0.0291994750656168,0.008670237084449,0.167608286252354,27.0,0.0210068164363688,0.0962361772371106,-0.0795620644660842,0.0186511350817683,-0.0179916967695483,0.0224358974358974,0.0037838053132592,0.2947368421052631,14.5,0.0896078490155659,0.1519813754713924,-0.0604124654544348,0.0136462646652864,-0.0048637798273439,0.0164930555555555,0.0028467908902691,0.2878787878787879,21.0,0.0207750805161256,0.0923799072841915,-0.0703190443654051,0.0136462646652864
drawdown_63:down_42d_30pct:top5,drawdown_63,breakout,drawdown_state,down_42d_30pct,0.05,-1,True,False,0.0421957117179313,-0.0291611492328183,0.0509365757476174,0.008670237084449,0.2919020715630885,25.0,0.0058146934897794,0.0947084797729975,-0.0960916840536371,0.0130421607227939,-0.0290390207514863,0.016826923076923,0.0037838053132592,0.2210526315789473,14.0,0.0866402247025821,0.1566353695814649,-0.0713966744438574,0.016250431331953,-0.0076660396389634,0.0190972222222222,0.0028467908902691,0.3333333333333333,23.5,-0.0052985533603065,0.0902457410272976,-0.0944877757409393,0.0130421607227939
dist_high_63:down_42d_30pct:top5,dist_high_63,breakout,distance_to_supply,down_42d_30pct,0.05,-1,True,False,0.0421957117179313,-0.0291611492328183,0.0509365757476174,0.008670237084449,0.2919020715630885,25.0,0.0058146934897794,0.0947084797729975,-0.0960916840536371,0.0130421607227939,-0.0290390207514863,0.016826923076923,0.0037838053132592,0.2210526315789473,14.0,0.0866402247025821,0.1566353695814649,-0.0713966744438574,0.016250431331953,-0.0076660396389634,0.0190972222222222,0.0028467908902691,0.3333333333333333,23.5,-0.0052985533603065,0.0902457410272976,-0.0944877757409393,0.0130421607227939
mom_63:down_42d_30pct:top5,mom_63,price_path,direction_state,down_42d_30pct,0.05,-1,True,False,0.0294004361273801,-0.0214146613760955,0.0382711976245463,0.008670237084449,0.2184557438794727,27.0,0.0111103103374363,0.0919437662023231,-0.0882119870334905,0.0130421607227939,-0.0290390207514863,0.016826923076923,0.0037838053132592,0.2210526315789473,14.0,0.0825402281548327,0.1462906658728886,-0.0674424012890822,0.0171184868875086,-0.0089948352021324,0.0199652777777777,0.0028467908902691,0.3484848484848485,26.0,-0.0059871685273911,0.088446641024425,-0.0924857761660999,0.0130421607227939
rel_strength_63:down_42d_30pct:top5,rel_strength_63,market_relative,relative_strength,down_42d_30pct,0.05,-1,True,False,0.0294004361273801,-0.0214146613760955,0.0382711976245463,0.008670237084449,0.2184557438794727,27.0,0.0111103103374363,0.0919437662023231,-0.0882119870334905,0.0130421607227939,-0.0290390207514863,0.016826923076923,0.0037838053132592,0.2210526315789473,14.0,0.0825402281548327,0.1462906658728886,-0.0674424012890822,0.0171184868875086,-0.0089948352021324,0.0199652777777777,0.0028467908902691,0.3484848484848485,26.0,-0.0059871685273911,0.088446641024425,-0.0924857761660999,0.0130421607227939
sma_spread_42_252:down_42d_30pct:top5,sma_spread_42_252,trend,trend_transition,down_42d_30pct,0.05,1,True,False,0.0398454131336821,-0.0261636826618269,0.0489443378119001,0.008670237084449,0.288135593220339,27.0,-0.0060172854946057,0.0842964277116902,-0.0944577134572645,0.0169844684151016,-0.0253932113799471,0.0207692307692307,0.0037838053132592,0.2842105263157894,15.0,0.0885864494675039,0.1635780469185159,-0.0714955128265962,0.0129865424430641,-0.0056734083003669,0.0158333333333333,0.0028467908902691,0.2878787878787879,26.0,0.016933323503591,0.1010329387632229,-0.0822241783003779,0.0129865424430641
mom_42:up_126d_100pct:top5,mom_42,price_path,direction_state,up_126d_100pct,0.05,-1,True,False,0.0021176019836834,-0.0065686035088538,0.0029615004935834,0.00083439678021,0.1764705882352941,95.0,0.0253497239875066,0.1744520212132242,-0.1523946162001083,0.0178481183408569,-0.039518269457071,0.0216346153846153,0.0037844082380591,0.2842105263157894,70.0,0.1678190603714877,0.2760430619836056,-0.0951429924151967,0.0025545982768984,-0.002091081776559,0.0026881720430107,0.0001335737661123,1.0,126.0,0.0227425029095846,0.1557932962337888,-0.161279548779224,0.0025545982768984
rel_strength_42:up_126d_100pct:top5,rel_strength_42,market_relative,relative_strength,up_126d_100pct,0.05,-1,True,False,0.0021176019836834,-0.0065686035088538,0.0029615004935834,0.00083439678021,0.1764705882352941,95.0,0.0253497239875066,0.1744520212132242,-0.1523946162001083,0.0178481183408569,-0.039518269457071,0.0216346153846153,0.0037844082380591,0.2842105263157894,70.0,0.1678190603714877,0.2760430619836056,-0.0951429924151967,0.0025545982768984,-0.002091081776559,0.0026881720430107,0.0001335737661123,1.0,126.0,0.0227425029095846,0.1557932962337888,-0.161279548779224,0.0025545982768984
residual_mom_42:up_126d_100pct:top5,residual_mom_42,market_relative,idiosyncratic_direction,up_126d_100pct,0.05,-1,True,False,0.0017895179941821,-0.0068791044377982,0.0026324448831852,0.00083439678021,0.1568627450980392,94.0,0.0270457750245417,0.1773904436503294,-0.1541167990798614,0.0154442721870107,-0.0369295147889439,0.0192307692307692,0.0037844082380591,0.2526315789473684,71.0,0.1799673593485819,0.288188227888538,-0.0906406445728549,0.0025545982768984,-0.002091081776559,0.0026881720430107,0.0001335737661123,1.0,126.0,0.022995428538897,0.1598187727592827,-0.1636504952973159,0.0025545982768984
range_42:up_126d_100pct:top5,range_42,range,realized_range,up_126d_100pct,0.05,1,True,False,0.0092435862356519,-0.011757227253523,0.0100787401574803,0.00083439678021,0.6274509803921569,107.5,0.0516070177286461,0.2362396756342865,-0.1880884233735481,0.0523673491100876,-0.0333155180880693,0.0561538461538461,0.0037844082380591,0.7684210526315789,78.0,0.2338755244278362,0.3997237457891729,-0.1121892285585357,0.0024470713951779,-0.0020030650011273,0.0025806451612903,0.0001335737661123,1.0,126.0,0.0544708859359755,0.2107685872004267,-0.1735555305773808,0.0024470713951779
