candidate_id,name,family,primary_role,market_scope,source_class,source_signal_class,data_required,data_readiness,current_evidence_status,next_valid_action,live_decision_weight,capital_permission
OAP_PREDICTOR_BM,"Book to market, original (Stattman 1980)",open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_BMDEC,Book to market using December ME,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_BOOKLEVERAGE,Book leverage (annual),open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_BPEBM,Leverage component of BM,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CASH,Cash to assets,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CASHPROD,Cash Productivity,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CBOPERPROF,Cash-based operating profitability,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CF,Cash flow to market,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CFP,Operating Cash flows to price,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHANGEINRECOMMENDATION,Change in recommendation,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHASSETTURNOVER,Change in Asset Turnover,open_source_cross_sectional_asset_pricing,execution_or_flow,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHEQ,Growth in book equity,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHFORECASTACCRUAL,Change in Forecast and Accrual,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHINV,Inventory Growth,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHINVIA,Change in capital inv (ind adj),open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHNANALYST,Decline in Analyst Coverage,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHNNCOA,Change in Net Noncurrent Op Assets,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHNWC,Change in Net Working Capital,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CHTAX,Change in Taxes,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CITATIONSRD,Citations to RD expenses,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Other,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_COMPEQUISS,Composite equity issuance,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_COMPOSITEDEBTISSUANCE,Composite debt issuance,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CONVDEBT,Convertible debt indicator,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_COSKEWACX,Coskewness using daily returns,open_source_cross_sectional_asset_pricing,vulnerability_or_range,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Price,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CPVOLSPREAD,Call minus Put Vol,open_source_cross_sectional_asset_pricing,vulnerability_or_range,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Options,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DVOLCALL,Change in call vol,open_source_cross_sectional_asset_pricing,execution_or_flow,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Options,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DVOLPUT,Change in put vol,open_source_cross_sectional_asset_pricing,execution_or_flow,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Options,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DCPVOLSPREAD,Change in put vol minus change in call vol,open_source_cross_sectional_asset_pricing,execution_or_flow,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Options,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CREDRATDG,Credit Rating Downgrade,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_CUSTOMERMOMENTUM,Customer momentum,open_source_cross_sectional_asset_pricing,direction,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Other,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELBREADTH,Breadth of ownership,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,13F,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELCOA,Change in current operating assets,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELCOL,Change in current operating liabilities,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELEQU,Change in equity to assets,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELFINL,Change in financial liabilities,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELLTI,Change in long-term investment,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DELNETFIN,Change in net financial assets,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DIVINIT,Dividend Initiation,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Event,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DIVOMIT,Dividend Omission,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Event,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DIVSEASON,Dividend seasonality,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Event,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DIVYIELDST,Predicted div yield next month,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,ROBUST_GROSS_POSTSAMPLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DNOA,change in net operating assets,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_DOLVOL,Past trading volume,open_source_cross_sectional_asset_pricing,execution_or_flow,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Trading,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EARNINGSCONSISTENCY,Earnings consistency,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EARNINGSFORECASTDISPARITY,Long-vs-short EPS forecasts,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EARNINGSSTREAK,Earnings surprise streak,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EARNINGSSURPRISE,Earnings Surprise,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EARNSUPBIG,Earnings surprise of big firms,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EBM,Enterprise component of BM,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_ENTMULT,Enterprise Multiple,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EP,Earnings-to-Price Ratio,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EQUITYDURATION,Equity Duration,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EXCHSWITCH,Exchange Switch,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Event,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_EXCLEXP,Excluded Expenses,open_source_cross_sectional_asset_pricing,information_flow_or_positioning,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_FEPS,Analyst earnings per share,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_FGR5YRLAG,Long-term EPS forecast,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_FIRMAGEMOM,Firm Age - Momentum,open_source_cross_sectional_asset_pricing,direction,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Price,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_FORECASTDISPERSION,EPS Forecast Dispersion,open_source_cross_sectional_asset_pricing,vulnerability_or_range,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Analyst,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_FRONTIER,Efficient frontier index,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_GOVERNANCE,Governance Index,open_source_cross_sectional_asset_pricing,cross_sectional_selection,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Other,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_GP,gross profits / total assets,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,DIRECTIONALLY_PERSISTENT_ONLY,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
OAP_PREDICTOR_GRADEXP,Growth in advertising expenses,open_source_cross_sectional_asset_pricing,value_capture,US_equities_cross_section,OpenSourceAP_SignalDoc_official,PREDICTOR,Accounting,AGGREGATE_RETURN_SERIES_TESTED,FAILED_OR_UNIDENTIFIABLE,fresh point-in-time stock-level replication if robust; otherwise retain failure/persistence diagnostic,0.0,BLOCKED
